Hello
Card count -10
Hard hands strategy:
7;P;P;P;P;P;P;-;-;-;-;
8;P;P;P;P;P;P;P;P;P;-;
9;P;-;P;P;P;-;P;-;-;-;
10;-;-;-;-;-;-;-;-;-;-;
11;P;P;P;P;P;P;P;P;P;P;

Card count 3
Hard hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/2;H;H;H;H;H;H;H;H;H;H;
3/3;H;H;H;H;H;H;H;H;H;H;
4/4;H;H;H;H;H;H;H;H;H;H;
5/5;H;H;H;H;H;H;H;H;H;H;
6/6;H;H;H;H;H;H;H;H;H;H;
7/7;H;H;H;H;H;H;H;H;H;H;
8/8;H;H;H;H;H;H;H;H;H;H;
9/9;H;H;H;H;D;H;H;H;H;H;
10/10;D;D;D;D;D;D;H;H;H;H;
11/11;D;D;D;D;D;D;D;D;D;H;
12/12;H;H;H;H;H;H;H;H;H;H;
13/13;H;S;H;H;S;H;H;H;H;H;
14/14;S;S;S;S;S;H;H;H;H;H;
15/15;S;S;S;S;S;H;H;H;H;H;
16/16;S;S;S;S;S;H;H;H;H;H;
17/17;S;S;S;S;S;S;S;S;S;H;
18/18;S;S;S;S;S;S;S;S;S;S;
19/19;S;S;S;S;S;S;S;S;S;S;
20/20;S;S;S;S;S;S;S;S;S;S;
21/21;S;S;S;S;S;S;S;S;S;S;
Soft hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/12;H;H;H;H;H;H;H;H;H;H;
3/13;H;H;H;H;D;H;H;H;H;H;
4/14;H;H;H;H;D;H;H;H;H;H;
5/15;H;H;H;D;D;H;H;H;H;H;
6/16;H;H;D;D;D;H;H;H;H;H;
7/17;H;D;D;H;D;H;H;H;H;H;
8/18;S;D;D;D;D;S;S;H;H;H;
9/19;S;S;S;S;S;S;S;S;S;S;
10/20;S;S;S;S;S;S;S;S;S;S;
11/21;S;S;S;S;S;S;S;S;S;S;
Splitting Strategy:
;2;3;4;5;6;7;8;9;10;11;
2;-;-;P;P;P;P;-;-;-;-;
3;P;P;P;P;P;P;-;-;-;-;
4;-;-;-;-;P;-;-;-;-;-;
5;-;-;-;-;-;-;-;-;-;-;
6;-;-;P;P;P;-;-;-;-;-;
7;P;P;P;P;P;P;-;-;-;-;
8;P;P;P;P;P;P;P;P;-;-;
9;-;P;-;P;P;-;P;-;-;-;
10;-;-;-;-;P;-;-;-;-;-;
11;P;P;P;P;P;P;P;P;P;P;

Card count 4
Hard hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/2;H;H;H;H;H;H;H;H;H;H;
3/3;H;H;H;H;H;H;H;H;H;H;
4/4;H;H;H;H;H;H;H;H;H;H;
5/5;H;H;H;H;H;H;H;H;H;H;
6/6;H;H;H;H;H;H;H;H;H;H;
7/7;H;H;H;H;H;H;H;H;H;H;
8/8;H;H;H;H;H;H;H;H;H;H;
9/9;H;H;H;D;H;H;H;H;H;H;
10/10;D;D;D;D;D;D;H;H;H;H;
11/11;D;D;D;D;D;D;D;D;H;H;
12/12;H;H;H;H;H;H;H;H;H;H;
13/13;H;H;H;S;S;H;H;H;H;H;
14/14;H;H;S;S;S;H;H;H;H;H;
15/15;S;S;S;S;S;H;H;H;H;H;
16/16;S;S;S;S;S;H;H;H;H;H;
17/17;S;S;S;S;S;S;S;S;S;H;
18/18;S;S;S;S;S;S;S;S;S;S;
19/19;S;S;S;S;S;S;S;S;S;S;
20/20;S;S;S;S;S;S;S;S;S;S;
21/21;S;S;S;S;S;S;S;S;S;S;
Soft hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/12;H;H;H;H;H;H;H;H;H;H;
3/13;H;H;H;H;H;H;H;H;H;H;
4/14;H;H;H;H;H;H;H;H;H;H;
5/15;H;H;H;D;D;H;H;H;H;H;
6/16;H;H;D;D;D;H;H;H;H;H;
7/17;H;D;D;D;D;H;H;H;H;H;
8/18;S;S;S;D;D;S;S;H;H;H;
9/19;S;S;S;S;S;S;S;S;S;S;
10/20;S;S;S;S;S;S;S;S;S;S;
11/21;S;S;S;S;S;S;S;S;S;S;
Splitting Strategy:
;2;3;4;5;6;7;8;9;10;11;
2;-;P;P;-;P;P;-;-;-;-;
3;-;-;P;P;P;P;-;-;-;-;
4;-;-;P;-;-;-;-;-;-;-;
5;-;-;-;-;-;-;-;-;-;-;
6;-;-;-;-;P;P;-;-;-;-;
7;P;P;P;P;P;P;-;-;-;-;
8;P;P;P;P;P;P;P;P;P;-;
9;-;-;-;P;P;-;P;-;-;-;
10;-;-;-;-;-;-;-;-;-;-;
11;P;P;P;P;P;P;P;P;P;P;

Card count 5
Hard hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/2;H;H;H;H;H;H;H;H;H;H;
3/3;H;H;H;H;H;H;H;H;H;H;
4/4;H;H;H;H;H;H;H;H;H;H;
5/5;H;H;H;H;H;H;H;H;H;H;
6/6;H;H;H;H;H;H;H;H;H;H;
7/7;H;H;H;H;H;H;H;H;H;H;
8/8;H;H;H;H;H;H;H;H;H;H;
9/9;H;H;H;H;D;H;H;H;H;H;
10/10;D;D;D;D;D;D;D;H;H;H;
11/11;D;D;D;D;D;D;D;H;H;H;
12/12;H;H;H;H;H;H;H;H;H;H;
13/13;H;H;H;H;S;H;H;H;H;H;
14/14;H;H;S;S;S;H;H;H;H;H;
15/15;S;S;S;S;S;H;H;H;H;H;
16/16;S;S;S;S;S;H;H;H;H;H;
17/17;S;S;S;S;S;S;S;S;S;H;
18/18;S;S;S;S;S;S;S;S;S;S;
19/19;S;S;S;S;S;S;S;S;S;S;
20/20;S;S;S;S;S;S;S;S;S;S;
21/21;S;S;S;S;S;S;S;S;S;S;
Soft hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/12;H;H;H;H;H;H;H;H;H;H;
3/13;H;H;H;H;H;H;H;H;H;H;
4/14;H;H;H;D;H;H;H;H;H;H;
5/15;H;H;H;H;H;H;H;H;H;H;
6/16;H;H;H;D;D;H;H;H;H;H;
7/17;H;D;D;D;H;H;H;H;H;H;
8/18;S;S;S;D;D;S;S;H;H;S;
9/19;S;S;S;S;S;S;S;S;S;S;
10/20;S;S;S;S;S;S;S;S;S;S;
11/21;S;S;S;S;S;S;S;S;S;S;
Splitting Strategy:
;2;3;4;5;6;7;8;9;10;11;
2;P;-;P;P;P;P;P;-;-;-;
3;-;-;-;P;P;P;P;-;-;-;
4;-;-;-;-;P;-;-;-;-;-;
5;-;-;-;-;-;-;-;-;-;-;
6;-;-;-;-;P;-;-;-;-;-;
7;P;P;P;P;P;P;-;-;-;-;
8;P;P;P;P;P;P;P;P;P;-;
9;-;-;-;P;-;-;P;P;-;-;
10;-;-;-;-;-;-;-;-;-;-;
11;P;P;P;P;P;P;P;P;P;P;

Card count 6
Hard hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/2;H;H;H;H;H;H;H;H;H;H;
3/3;H;H;H;H;H;H;H;H;H;H;
4/4;H;H;H;H;H;H;H;H;H;H;
5/5;H;H;H;H;H;H;H;H;H;H;
6/6;H;H;H;H;H;H;H;H;H;H;
7/7;H;H;H;H;H;H;H;H;H;H;
8/8;H;H;H;H;H;H;H;H;H;H;
9/9;H;H;H;H;H;H;H;H;H;H;
10/10;H;D;H;D;D;H;H;H;H;H;
11/11;D;D;D;D;D;D;H;H;H;H;
12/12;H;H;H;H;H;H;H;H;H;H;
13/13;H;H;H;H;H;H;H;H;H;H;
14/14;H;H;H;S;H;H;H;H;H;H;
15/15;H;S;S;S;S;H;H;H;H;H;
16/16;S;S;S;S;S;H;H;H;H;H;
17/17;S;S;S;S;S;S;S;S;S;H;
18/18;S;S;S;S;S;S;S;S;S;S;
19/19;S;S;S;S;S;S;S;S;S;S;
20/20;S;S;S;S;S;S;S;S;S;S;
21/21;S;S;S;S;S;S;S;S;S;S;
Soft hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/12;H;H;H;H;H;H;H;H;H;H;
3/13;H;H;H;H;H;H;H;H;H;H;
4/14;H;H;H;H;H;H;H;H;H;H;
5/15;H;H;H;D;H;H;H;H;H;H;
6/16;H;H;H;H;D;H;H;H;H;H;
7/17;H;H;H;D;D;H;H;H;H;H;
8/18;S;S;S;D;S;S;S;H;H;H;
9/19;S;S;S;S;S;S;S;S;S;S;
10/20;S;S;S;S;S;S;S;S;S;S;
11/21;S;S;S;S;S;S;S;S;S;S;
Splitting Strategy:
;2;3;4;5;6;7;8;9;10;11;
2;-;P;-;P;P;P;-;-;-;-;
3;-;-;P;P;P;P;P;-;-;-;
4;-;-;-;-;-;-;-;-;-;-;
5;-;-;-;-;-;-;-;-;-;-;
6;-;-;-;-;P;-;-;-;-;-;
7;P;P;P;P;P;P;-;-;-;-;
8;P;P;P;P;P;P;P;P;-;-;
9;-;-;-;-;P;-;-;P;-;-;
10;-;-;-;-;-;-;-;-;-;-;
11;P;P;P;P;P;P;P;P;P;P;

Card count 7
Hard hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/2;H;H;H;H;H;H;H;H;H;H;
3/3;H;H;H;H;H;H;H;H;H;H;
4/4;H;H;H;H;H;H;H;H;H;H;
5/5;H;H;H;H;H;H;H;H;H;H;
6/6;H;H;H;H;H;H;H;H;H;H;
7/7;H;H;H;H;H;H;H;H;H;H;
8/8;H;H;H;H;H;H;H;H;H;H;
9/9;H;H;H;H;H;H;H;H;H;H;
10/10;H;H;D;D;D;H;H;H;H;H;
11/11;H;D;D;D;D;H;D;H;H;H;
12/12;H;H;H;H;H;H;H;H;H;H;
13/13;H;H;H;H;H;H;H;H;H;H;
14/14;H;H;H;H;H;H;H;H;H;H;
15/15;H;H;S;S;H;H;H;H;H;H;
16/16;S;S;S;S;S;H;H;H;H;H;
17/17;S;S;S;S;S;S;S;S;S;H;
18/18;S;S;S;S;S;S;S;S;S;S;
19/19;S;S;S;S;S;S;S;S;S;S;
20/20;S;S;S;S;S;S;S;S;S;S;
21/21;S;S;S;S;S;S;S;S;S;S;
Soft hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/12;H;H;H;H;H;H;H;H;H;H;
3/13;H;H;H;H;H;H;H;H;H;H;
4/14;H;H;H;H;H;H;H;H;H;H;
5/15;H;H;H;H;D;H;H;H;H;H;
6/16;H;H;H;H;D;H;H;H;H;H;
7/17;H;H;H;D;H;H;H;H;H;H;
8/18;S;S;S;D;S;S;S;H;H;H;
9/19;S;S;S;S;S;S;S;S;S;S;
10/20;S;S;S;S;S;S;S;S;S;S;
11/21;S;S;S;S;S;S;S;S;S;S;
Splitting Strategy:
;2;3;4;5;6;7;8;9;10;11;
2;-;P;-;-;P;P;-;-;-;-;
3;-;P;P;P;P;P;P;-;-;-;
4;-;-;-;-;-;-;-;-;-;-;
5;-;-;-;-;-;-;-;-;-;-;
6;-;-;-;-;-;-;-;-;-;-;
7;-;P;P;P;P;P;-;-;-;-;
8;P;P;P;P;P;P;P;P;-;-;
9;-;-;-;P;-;-;-;P;-;-;
10;-;-;-;-;-;-;-;-;-;-;
11;P;P;P;P;P;P;P;P;P;P;

Card count 8
Hard hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/2;H;H;H;H;H;H;H;H;H;H;
3/3;H;H;H;H;H;H;H;H;H;H;
4/4;H;H;H;H;H;H;H;H;H;H;
5/5;H;H;H;H;H;H;H;H;H;H;
6/6;H;H;H;H;H;H;H;H;H;H;
7/7;H;H;H;H;H;H;H;H;H;H;
8/8;H;H;H;H;H;H;H;H;H;H;
9/9;H;H;H;H;H;H;H;H;H;H;
10/10;H;D;D;H;D;H;H;H;H;H;
11/11;D;H;D;D;D;H;H;H;H;H;
12/12;H;H;H;H;H;H;H;H;H;H;
13/13;H;H;H;H;H;H;H;H;H;H;
14/14;H;H;H;H;H;H;H;H;H;H;
15/15;H;H;H;S;S;H;H;H;H;H;
16/16;H;H;S;S;S;H;H;H;H;H;
17/17;S;S;S;S;S;S;S;S;S;H;
18/18;S;S;S;S;S;S;S;S;S;S;
19/19;S;S;S;S;S;S;S;S;S;S;
20/20;S;S;S;S;S;S;S;S;S;S;
21/21;S;S;S;S;S;S;S;S;S;S;
Soft hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/12;H;H;H;H;H;H;H;H;H;H;
3/13;H;H;H;H;H;H;H;H;H;H;
4/14;H;H;H;H;H;H;H;H;H;H;
5/15;H;H;H;H;H;H;H;H;H;H;
6/16;H;H;H;H;D;H;H;H;H;H;
7/17;H;H;H;H;D;H;H;H;H;H;
8/18;S;S;H;H;S;S;S;H;H;H;
9/19;S;S;S;S;S;S;S;S;S;S;
10/20;S;S;S;S;S;S;S;S;S;S;
11/21;S;S;S;S;S;S;S;S;S;S;
Splitting Strategy:
;2;3;4;5;6;7;8;9;10;11;
2;-;-;P;-;-;P;P;-;-;-;
3;-;-;-;P;P;P;P;-;-;-;
4;-;-;-;-;-;-;-;-;-;-;
5;-;-;-;-;-;-;-;-;-;-;
6;-;-;-;-;-;-;-;-;-;-;
7;-;P;-;P;P;P;-;-;-;-;
8;P;P;P;P;P;P;P;P;-;-;
9;-;-;-;-;-;-;-;-;-;-;
10;-;-;-;-;-;-;-;-;-;-;
11;P;P;P;P;P;P;P;P;P;P;

Card count 9
Hard hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/2;H;H;H;H;H;H;H;H;H;H;
3/3;H;H;H;H;H;H;H;H;H;H;
4/4;H;H;H;H;H;H;H;H;H;H;
5/5;H;H;H;H;H;H;H;H;H;H;
6/6;H;H;H;H;H;H;H;H;H;H;
7/7;H;H;H;H;H;H;H;H;H;H;
8/8;H;H;H;H;H;H;H;H;H;H;
9/9;H;H;H;H;H;H;H;H;H;H;
10/10;H;H;H;H;D;H;H;H;H;H;
11/11;H;H;D;D;D;D;H;H;H;H;
12/12;H;H;H;H;H;H;H;H;H;H;
13/13;H;H;H;H;H;H;H;H;H;H;
14/14;H;H;H;H;H;H;H;H;H;H;
15/15;H;H;H;H;H;H;H;H;H;H;
16/16;H;H;S;S;H;H;H;H;H;H;
17/17;S;S;S;S;S;S;S;S;S;H;
18/18;S;S;S;S;S;S;S;S;S;S;
19/19;S;S;S;S;S;S;S;S;S;S;
20/20;S;S;S;S;S;S;S;S;S;S;
21/21;S;S;S;S;S;S;S;S;S;S;
Soft hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/12;H;H;H;H;H;H;H;H;H;H;
3/13;H;H;H;H;H;H;H;H;H;H;
4/14;H;H;H;H;H;H;H;H;H;H;
5/15;H;H;H;H;H;H;H;H;H;H;
6/16;H;H;H;H;H;H;H;H;H;H;
7/17;H;H;H;H;H;H;H;H;H;H;
8/18;S;S;S;S;S;S;S;H;H;H;
9/19;S;S;S;S;S;S;S;S;S;S;
10/20;S;S;S;S;S;S;S;S;S;S;
11/21;S;S;S;S;S;S;S;S;S;S;
Splitting Strategy:
;2;3;4;5;6;7;8;9;10;11;
2;-;-;P;P;P;P;P;-;-;-;
3;-;-;-;P;P;P;P;-;-;-;
4;-;-;-;-;-;-;-;-;-;-;
5;-;-;-;-;-;-;-;-;-;-;
6;-;-;-;-;-;-;-;-;-;-;
7;-;-;-;-;P;P;-;-;-;-;
8;P;P;P;P;P;P;P;P;-;-;
9;-;-;-;-;-;-;-;-;-;-;
10;-;-;-;-;-;-;-;-;-;-;
11;P;P;P;P;P;P;P;P;P;P;

Card count 10
Hard hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/2;H;H;H;H;H;H;H;H;H;H;
3/3;H;H;H;H;H;H;H;H;H;H;
4/4;H;H;H;H;H;H;H;H;H;H;
5/5;H;H;H;H;H;H;H;H;H;H;
6/6;H;H;H;H;H;H;H;H;H;H;
7/7;H;H;H;H;H;H;H;H;H;H;
8/8;H;H;H;H;H;H;H;H;H;H;
9/9;H;H;H;H;H;H;H;H;H;H;
10/10;H;H;H;H;H;H;H;H;H;H;
11/11;H;H;H;D;D;H;H;H;H;H;
12/12;H;H;H;H;H;H;H;H;H;H;
13/13;H;H;H;H;H;H;H;H;H;H;
14/14;H;H;H;H;H;H;H;H;H;H;
15/15;H;H;H;H;H;H;H;H;H;H;
16/16;H;H;H;S;H;H;H;H;H;H;
17/17;S;S;S;S;S;S;S;S;S;H;
18/18;S;S;S;S;S;S;S;S;S;S;
19/19;S;S;S;S;S;S;S;S;S;S;
20/20;S;S;S;S;S;S;S;S;S;S;
21/21;S;S;S;S;S;S;S;S;S;S;
Soft hands strategy:
;2;3;4;5;6;7;8;9;10;11;
2/12;H;H;H;H;H;H;H;H;H;H;
3/13;H;H;H;H;H;H;H;H;H;H;
4/14;H;H;H;H;H;H;H;H;H;H;
5/15;H;H;H;H;H;H;H;H;H;H;
6/16;H;H;H;H;H;H;H;H;H;H;
7/17;H;H;H;H;H;H;H;H;H;H;
8/18;S;H;H;H;S;S;S;H;H;H;
9/19;S;S;S;S;S;S;S;S;S;S;
10/20;S;S;S;S;S;S;S;S;S;S;
11/21;S;S;S;S;S;S;S;S;S;S;
Splitting Strategy:
;2;3;4;5;6;7;8;9;10;11;
2;P;-;-;P;P;P;-;-;-;-;
3;P;-;-;P;P;P;-;-;-;-;
4;-;-;-;-;P;-;-;-;-;-;
5;-;-;-;-;-;-;-;-;-;-;
6;-;-;-;-;-;-;-;-;-;-;
7;-;-;-;-;P;-;-;-;-;-;
8;P;P;P;P;P;P;P;P;P;-;
9;-;-;-;-;-;-;-;-;-;-;
10;-;-;-;-;-;-;-;-;-;-;
11;P;P;P;P;P;P;P;P;P;P;

